id,class
data/seg_train/seg_train/forest/14385.jpg,forest
data/seg_train/seg_train/forest/4943.jpg,forest
data/seg_train/seg_train/forest/1185.jpg,forest
data/seg_train/seg_train/forest/411.jpg,forest
data/seg_train/seg_train/forest/405.jpg,forest
data/seg_train/seg_train/forest/10861.jpg,forest
data/seg_train/seg_train/forest/1768.jpg,forest
data/seg_train/seg_train/forest/8994.jpg,forest
data/seg_train/seg_train/forest/12657.jpg,forest
data/seg_train/seg_train/forest/16425.jpg,forest
data/seg_train/seg_train/forest/8980.jpg,forest
data/seg_train/seg_train/forest/12125.jpg,forest
data/seg_train/seg_train/forest/9320.jpg,forest
data/seg_train/seg_train/forest/19070.jpg,forest
data/seg_train/seg_train/forest/8016.jpg,forest
data/seg_train/seg_train/forest/9308.jpg,forest
data/seg_train/seg_train/forest/3143.jpg,forest
data/seg_train/seg_train/forest/6985.jpg,forest
data/seg_train/seg_train/forest/15104.jpg,forest
data/seg_train/seg_train/forest/8764.jpg,forest
data/seg_train/seg_train/forest/11376.jpg,forest
data/seg_train/seg_train/forest/12694.jpg,forest
data/seg_train/seg_train/forest/8957.jpg,forest
data/seg_train/seg_train/forest/11389.jpg,forest
data/seg_train/seg_train/forest/10929.jpg,forest
data/seg_train/seg_train/forest/10242.jpg,forest
data/seg_train/seg_train/forest/16155.jpg,forest
data/seg_train/seg_train/forest/2077.jpg,forest
data/seg_train/seg_train/forest/954.jpg,forest
data/seg_train/seg_train/forest/12469.jpg,forest
data/seg_train/seg_train/forest/7899.jpg,forest
data/seg_train/seg_train/forest/18622.jpg,forest
data/seg_train/seg_train/forest/3427.jpg,forest
data/seg_train/seg_train/forest/4348.jpg,forest
data/seg_train/seg_train/forest/15474.jpg,forest
data/seg_train/seg_train/forest/17263.jpg,forest
data/seg_train/seg_train/forest/18636.jpg,forest
data/seg_train/seg_train/forest/8566.jpg,forest
data/seg_train/seg_train/forest/1224.jpg,forest
data/seg_train/seg_train/forest/10281.jpg,forest
data/seg_train/seg_train/forest/14795.jpg,forest
data/seg_train/seg_train/forest/8599.jpg,forest
data/seg_train/seg_train/forest/997.jpg,forest
data/seg_train/seg_train/forest/19299.jpg,forest
data/seg_train/seg_train/forest/3396.jpg,forest
data/seg_train/seg_train/forest/7696.jpg,forest
data/seg_train/seg_train/forest/7683.jpg,forest
data/seg_train/seg_train/forest/2923.jpg,forest
data/seg_train/seg_train/forest/7873.jpg,forest
data/seg_train/seg_train/forest/10294.jpg,forest
data/seg_train/seg_train/forest/13789.jpg,forest
data/seg_train/seg_train/forest/14780.jpg,forest
data/seg_train/seg_train/forest/1225.jpg,forest
data/seg_train/seg_train/forest/15313.jpg,forest
data/seg_train/seg_train/forest/8567.jpg,forest
data/seg_train/seg_train/forest/14019.jpg,forest
data/seg_train/seg_train/forest/15307.jpg,forest
data/seg_train/seg_train/forest/10519.jpg,forest
data/seg_train/seg_train/forest/3368.jpg,forest
data/seg_train/seg_train/forest/11149.jpg,forest
data/seg_train/seg_train/forest/9645.jpg,forest
data/seg_train/seg_train/forest/1219.jpg,forest
data/seg_train/seg_train/forest/4413.jpg,forest
data/seg_train/seg_train/forest/16154.jpg,forest
data/seg_train/seg_train/forest/19930.jpg,forest
data/seg_train/seg_train/forest/19924.jpg,forest
data/seg_train/seg_train/forest/1966.jpg,forest
data/seg_train/seg_train/forest/15844.jpg,forest
data/seg_train/seg_train/forest/558.jpg,forest
data/seg_train/seg_train/forest/17706.jpg,forest
data/seg_train/seg_train/forest/11377.jpg,forest
data/seg_train/seg_train/forest/6990.jpg,forest
data/seg_train/seg_train/forest/11405.jpg,forest
data/seg_train/seg_train/forest/17074.jpg,forest
data/seg_train/seg_train/forest/18421.jpg,forest
data/seg_train/seg_train/forest/3624.jpg,forest
data/seg_train/seg_train/forest/14233.jpg,forest
data/seg_train/seg_train/forest/2512.jpg,forest
data/seg_train/seg_train/forest/4605.jpg,forest
data/seg_train/seg_train/forest/2274.jpg,forest
data/seg_train/seg_train/forest/4177.jpg,forest
data/seg_train/seg_train/forest/18582.jpg,forest
data/seg_train/seg_train/forest/4956.jpg,forest
data/seg_train/seg_train/forest/19688.jpg,forest
data/seg_train/seg_train/forest/12905.jpg,forest
data/seg_train/seg_train/forest/17855.jpg,forest
data/seg_train/seg_train/forest/438.jpg,forest
data/seg_train/seg_train/forest/8188.jpg,forest
data/seg_train/seg_train/forest/10684.jpg,forest
data/seg_train/seg_train/forest/5335.jpg,forest
data/seg_train/seg_train/forest/7522.jpg,forest
data/seg_train/seg_train/forest/8177.jpg,forest
data/seg_train/seg_train/forest/13372.jpg,forest
data/seg_train/seg_train/forest/17114.jpg,forest
data/seg_train/seg_train/forest/3988.jpg,forest
data/seg_train/seg_train/forest/19663.jpg,forest
data/seg_train/seg_train/forest/10121.jpg,forest
data/seg_train/seg_train/forest/2314.jpg,forest
data/seg_train/seg_train/forest/4003.jpg,forest
data/seg_train/seg_train/forest/10135.jpg,forest
data/seg_train/seg_train/forest/14353.jpg,forest
data/seg_train/seg_train/forest/16975.jpg,forest
data/seg_train/seg_train/forest/13819.jpg,forest
data/seg_train/seg_train/forest/3591.jpg,forest
data/seg_train/seg_train/forest/16949.jpg,forest
data/seg_train/seg_train/forest/7913.jpg,forest
data/seg_train/seg_train/forest/10492.jpg,forest
data/seg_train/seg_train/forest/3220.jpg,forest
data/seg_train/seg_train/forest/7720.jpg,forest
data/seg_train/seg_train/forest/17470.jpg,forest
data/seg_train/seg_train/forest/2658.jpg,forest
data/seg_train/seg_train/forest/17464.jpg,forest
data/seg_train/seg_train/forest/2894.jpg,forest
data/seg_train/seg_train/forest/15273.jpg,forest
data/seg_train/seg_train/forest/8407.jpg,forest
data/seg_train/seg_train/forest/49.jpg,forest
data/seg_train/seg_train/forest/13164.jpg,forest
data/seg_train/seg_train/forest/18031.jpg,forest
data/seg_train/seg_train/forest/14623.jpg,forest
data/seg_train/seg_train/forest/12520.jpg,forest
data/seg_train/seg_train/forest/17458.jpg,forest
data/seg_train/seg_train/forest/4567.jpg,forest
data/seg_train/seg_train/forest/15529.jpg,forest
data/seg_train/seg_train/forest/5899.jpg,forest
data/seg_train/seg_train/forest/7056.jpg,forest
data/seg_train/seg_train/forest/3542.jpg,forest
data/seg_train/seg_train/forest/7724.jpg,forest
data/seg_train/seg_train/forest/2674.jpg,forest
data/seg_train/seg_train/forest/1369.jpg,forest
data/seg_train/seg_train/forest/10441.jpg,forest
data/seg_train/seg_train/forest/11987.jpg,forest
data/seg_train/seg_train/forest/170.jpg,forest
data/seg_train/seg_train/forest/5682.jpg,forest
data/seg_train/seg_train/forest/13809.jpg,forest
data/seg_train/seg_train/forest/9912.jpg,forest
data/seg_train/seg_train/forest/11978.jpg,forest
data/seg_train/seg_train/forest/9090.jpg,forest
data/seg_train/seg_train/forest/5872.jpg,forest
data/seg_train/seg_train/forest/5325.jpg,forest
data/seg_train/seg_train/forest/11213.jpg,forest
data/seg_train/seg_train/forest/7532.jpg,forest
data/seg_train/seg_train/forest/1625.jpg,forest
data/seg_train/seg_train/forest/19129.jpg,forest
data/seg_train/seg_train/forest/4985.jpg,forest
data/seg_train/seg_train/forest/16568.jpg,forest
data/seg_train/seg_train/forest/12726.jpg,forest
data/seg_train/seg_train/forest/4007.jpg,forest
data/seg_train/seg_train/forest/4761.jpg,forest
data/seg_train/seg_train/forest/19115.jpg,forest
data/seg_train/seg_train/forest/2310.jpg,forest
data/seg_train/seg_train/forest/12040.jpg,forest
data/seg_train/seg_train/forest/6823.jpg,forest
data/seg_train/seg_train/forest/19868.jpg,forest
data/seg_train/seg_train/forest/8198.jpg,forest
data/seg_train/seg_train/forest/13570.jpg,forest
data/seg_train/seg_train/forest/12108.jpg,forest
data/seg_train/seg_train/forest/7320.jpg,forest
data/seg_train/seg_train/forest/15667.jpg,forest
data/seg_train/seg_train/forest/1989.jpg,forest
data/seg_train/seg_train/forest/9319.jpg,forest
data/seg_train/seg_train/forest/18431.jpg,forest
data/seg_train/seg_train/forest/14223.jpg,forest
data/seg_train/seg_train/forest/6016.jpg,forest
data/seg_train/seg_train/forest/19075.jpg,forest
data/seg_train/seg_train/forest/10051.jpg,forest
data/seg_train/seg_train/forest/12646.jpg,forest
data/seg_train/seg_train/forest/10086.jpg,forest
data/seg_train/seg_train/forest/12849.jpg,forest
data/seg_train/seg_train/forest/3344.jpg,forest
data/seg_train/seg_train/forest/7644.jpg,forest
data/seg_train/seg_train/forest/1235.jpg,forest
data/seg_train/seg_train/forest/3422.jpg,forest
data/seg_train/seg_train/forest/8563.jpg,forest
data/seg_train/seg_train/forest/15471.jpg,forest
data/seg_train/seg_train/forest/15459.jpg,forest
data/seg_train/seg_train/forest/12336.jpg,forest
data/seg_train/seg_train/forest/19263.jpg,forest
data/seg_train/seg_train/forest/4371.jpg,forest
data/seg_train/seg_train/forest/13996.jpg,forest
data/seg_train/seg_train/forest/6566.jpg,forest
data/seg_train/seg_train/forest/14021.jpg,forest
data/seg_train/seg_train/forest/1590.jpg,forest
data/seg_train/seg_train/forest/18196.jpg,forest
data/seg_train/seg_train/forest/1584.jpg,forest
data/seg_train/seg_train/forest/5912.jpg,forest
data/seg_train/seg_train/forest/9696.jpg,forest
data/seg_train/seg_train/forest/8588.jpg,forest
data/seg_train/seg_train/forest/13941.jpg,forest
data/seg_train/seg_train/forest/11830.jpg,forest
data/seg_train/seg_train/forest/13798.jpg,forest
data/seg_train/seg_train/forest/14785.jpg,forest
data/seg_train/seg_train/forest/10285.jpg,forest
data/seg_train/seg_train/forest/3386.jpg,forest
data/seg_train/seg_train/forest/7686.jpg,forest
data/seg_train/seg_train/forest/19510.jpg,forest
data/seg_train/seg_train/forest/13767.jpg,forest
data/seg_train/seg_train/forest/18154.jpg,forest
data/seg_train/seg_train/forest/7123.jpg,forest
data/seg_train/seg_train/forest/8210.jpg,forest
data/seg_train/seg_train/forest/1552.jpg,forest
data/seg_train/seg_train/forest/17515.jpg,forest
data/seg_train/seg_train/forest/978.jpg,forest
data/seg_train/seg_train/forest/9495.jpg,forest
data/seg_train/seg_train/forest/17930.jpg,forest
data/seg_train/seg_train/forest/16390.jpg,forest
data/seg_train/seg_train/forest/15841.jpg,forest
data/seg_train/seg_train/forest/7490.jpg,forest
data/seg_train/seg_train/forest/10736.jpg,forest
data/seg_train/seg_train/forest/8984.jpg,forest
data/seg_train/seg_train/forest/10050.jpg,forest
data/seg_train/seg_train/forest/19706.jpg,forest
data/seg_train/seg_train/forest/6765.jpg,forest
data/seg_train/seg_train/forest/9456.jpg,forest
data/seg_train/seg_train/forest/15882.jpg,forest
data/seg_train/seg_train/forest/11372.jpg,forest
data/seg_train/seg_train/forest/10078.jpg,forest
data/seg_train/seg_train/forest/5250.jpg,forest
data/seg_train/seg_train/forest/11400.jpg,forest
data/seg_train/seg_train/forest/4628.jpg,forest
data/seg_train/seg_train/forest/14578.jpg,forest
data/seg_train/seg_train/forest/1988.jpg,forest
data/seg_train/seg_train/forest/13388.jpg,forest
data/seg_train/seg_train/forest/12096.jpg,forest
data/seg_train/seg_train/forest/8827.jpg,forest
data/seg_train/seg_train/forest/1195.jpg,forest
data/seg_train/seg_train/forest/19699.jpg,forest
data/seg_train/seg_train/forest/6836.jpg,forest
data/seg_train/seg_train/forest/12900.jpg,forest
data/seg_train/seg_train/forest/6188.jpg,forest
data/seg_train/seg_train/forest/10642.jpg,forest
data/seg_train/seg_train/forest/9522.jpg,forest
data/seg_train/seg_train/forest/2339.jpg,forest
data/seg_train/seg_train/forest/5456.jpg,forest
data/seg_train/seg_train/forest/18544.jpg,forest
data/seg_train/seg_train/forest/15060.jpg,forest
data/seg_train/seg_train/forest/8600.jpg,forest
data/seg_train/seg_train/forest/11212.jpg,forest
data/seg_train/seg_train/forest/8166.jpg,forest
data/seg_train/seg_train/forest/13363.jpg,forest
data/seg_train/seg_train/forest/10497.jpg,forest
data/seg_train/seg_train/forest/7916.jpg,forest
data/seg_train/seg_train/forest/7080.jpg,forest
data/seg_train/seg_train/forest/11979.jpg,forest
data/seg_train/seg_train/forest/2661.jpg,forest
data/seg_train/seg_train/forest/16757.jpg,forest
data/seg_train/seg_train/forest/2107.jpg,forest
data/seg_train/seg_train/forest/14632.jpg,forest
data/seg_train/seg_train/forest/17461.jpg,forest
data/seg_train/seg_train/forest/1430.jpg,forest
data/seg_train/seg_train/forest/18022.jpg,forest
data/seg_train/seg_train/forest/11760.jpg,forest
data/seg_train/seg_train/forest/8.jpg,forest
data/seg_train/seg_train/forest/11006.jpg,forest
data/seg_train/seg_train/forest/2893.jpg,forest
data/seg_train/seg_train/forest/9078.jpg,forest
data/seg_train/seg_train/forest/16755.jpg,forest
data/seg_train/seg_train/forest/10330.jpg,forest
data/seg_train/seg_train/forest/167.jpg,forest
data/seg_train/seg_train/forest/3582.jpg,forest
data/seg_train/seg_train/forest/7914.jpg,forest
data/seg_train/seg_train/forest/1154.jpg,forest
data/seg_train/seg_train/forest/11204.jpg,forest
data/seg_train/seg_train/forest/3025.jpg,forest
data/seg_train/seg_train/forest/17113.jpg,forest
data/seg_train/seg_train/forest/17107.jpg,forest
data/seg_train/seg_train/forest/10668.jpg,forest
data/seg_train/seg_train/forest/5326.jpg,forest
data/seg_train/seg_train/forest/6161.jpg,forest
data/seg_train/seg_train/forest/10898.jpg,forest
data/seg_train/seg_train/forest/2307.jpg,forest
data/seg_train/seg_train/forest/18208.jpg,forest
data/seg_train/seg_train/forest/10654.jpg,forest
data/seg_train/seg_train/forest/9246.jpg,forest
data/seg_train/seg_train/forest/4004.jpg,forest
data/seg_train/seg_train/forest/3780.jpg,forest
data/seg_train/seg_train/forest/3958.jpg,forest
data/seg_train/seg_train/forest/12916.jpg,forest
data/seg_train/seg_train/forest/1829.jpg,forest
data/seg_train/seg_train/forest/5483.jpg,forest
data/seg_train/seg_train/forest/12094.jpg,forest
data/seg_train/seg_train/forest/17846.jpg,forest
data/seg_train/seg_train/forest/12679.jpg,forest
data/seg_train/seg_train/forest/3637.jpg,forest
data/seg_train/seg_train/forest/5246.jpg,forest
data/seg_train/seg_train/forest/17067.jpg,forest
data/seg_train/seg_train/forest/5534.jpg,forest
data/seg_train/seg_train/forest/11364.jpg,forest
data/seg_train/seg_train/forest/17715.jpg,forest
data/seg_train/seg_train/forest/1034.jpg,forest
data/seg_train/seg_train/forest/15894.jpg,forest
data/seg_train/seg_train/forest/4616.jpg,forest
data/seg_train/seg_train/forest/7479.jpg,forest
data/seg_train/seg_train/forest/6940.jpg,forest
data/seg_train/seg_train/forest/6968.jpg,forest
data/seg_train/seg_train/forest/17098.jpg,forest
data/seg_train/seg_train/forest/7135.jpg,forest
data/seg_train/seg_train/forest/15472.jpg,forest
data/seg_train/seg_train/forest/11614.jpg,forest
data/seg_train/seg_train/forest/13765.jpg,forest
data/seg_train/seg_train/forest/16609.jpg,forest
data/seg_train/seg_train/forest/15466.jpg,forest
data/seg_train/seg_train/forest/12447.jpg,forest
data/seg_train/seg_train/forest/13759.jpg,forest
data/seg_train/seg_train/forest/16153.jpg,forest
data/seg_train/seg_train/forest/4399.jpg,forest
data/seg_train/seg_train/forest/5087.jpg,forest
data/seg_train/seg_train/forest/2924.jpg,forest
data/seg_train/seg_train/forest/16812.jpg,forest
data/seg_train/seg_train/forest/9871.jpg,forest
data/seg_train/seg_train/forest/3384.jpg,forest
data/seg_train/seg_train/forest/18817.jpg,forest
data/seg_train/seg_train/forest/7874.jpg,forest
data/seg_train/seg_train/forest/13942.jpg,forest
data/seg_train/seg_train/forest/12490.jpg,forest
data/seg_train/seg_train/forest/13957.jpg,forest
data/seg_train/seg_train/forest/14786.jpg,forest
data/seg_train/seg_train/forest/15498.jpg,forest
data/seg_train/seg_train/forest/18180.jpg,forest
data/seg_train/seg_train/forest/1592.jpg,forest
data/seg_train/seg_train/forest/13994.jpg,forest
data/seg_train/seg_train/forest/16152.jpg,forest
data/seg_train/seg_train/forest/9125.jpg,forest
data/seg_train/seg_train/forest/15329.jpg,forest
data/seg_train/seg_train/forest/18625.jpg,forest
data/seg_train/seg_train/forest/15301.jpg,forest
data/seg_train/seg_train/forest/12308.jpg,forest
data/seg_train/seg_train/forest/3346.jpg,forest
data/seg_train/seg_train/forest/13002.jpg,forest
data/seg_train/seg_train/forest/14584.jpg,forest
data/seg_train/seg_train/forest/8950.jpg,forest
data/seg_train/seg_train/forest/3811.jpg,forest
data/seg_train/seg_train/forest/19922.jpg,forest
data/seg_train/seg_train/forest/8978.jpg,forest
data/seg_train/seg_train/forest/19063.jpg,forest
data/seg_train/seg_train/forest/10721.jpg,forest
data/seg_train/seg_train/forest/2266.jpg,forest
data/seg_train/seg_train/forest/12888.jpg,forest
data/seg_train/seg_train/forest/8993.jpg,forest
data/seg_train/seg_train/forest/12644.jpg,forest
data/seg_train/seg_train/forest/19711.jpg,forest
data/seg_train/seg_train/forest/4165.jpg,forest
data/seg_train/seg_train/forest/18341.jpg,forest
data/seg_train/seg_train/forest/13572.jpg,forest
data/seg_train/seg_train/forest/5247.jpg,forest
data/seg_train/seg_train/forest/15117.jpg,forest
data/seg_train/seg_train/forest/1747.jpg,forest
data/seg_train/seg_train/forest/3959.jpg,forest
data/seg_train/seg_train/forest/3781.jpg,forest
data/seg_train/seg_train/forest/10655.jpg,forest
data/seg_train/seg_train/forest/2312.jpg,forest
data/seg_train/seg_train/forest/18209.jpg,forest
data/seg_train/seg_train/forest/4763.jpg,forest
data/seg_train/seg_train/forest/4005.jpg,forest
data/seg_train/seg_train/forest/11239.jpg,forest
data/seg_train/seg_train/forest/17890.jpg,forest
data/seg_train/seg_train/forest/2306.jpg,forest
data/seg_train/seg_train/forest/4777.jpg,forest
data/seg_train/seg_train/forest/12718.jpg,forest
data/seg_train/seg_train/forest/18547.jpg,forest
data/seg_train/seg_train/forest/13374.jpg,forest
data/seg_train/seg_train/forest/7915.jpg,forest
data/seg_train/seg_train/forest/628.jpg,forest
data/seg_train/seg_train/forest/9904.jpg,forest
data/seg_train/seg_train/forest/7097.jpg,forest
data/seg_train/seg_train/forest/6389.jpg,forest
data/seg_train/seg_train/forest/3583.jpg,forest
data/seg_train/seg_train/forest/18786.jpg,forest
data/seg_train/seg_train/forest/98.jpg,forest
data/seg_train/seg_train/forest/9910.jpg,forest
data/seg_train/seg_train/forest/16998.jpg,forest
data/seg_train/seg_train/forest/2676.jpg,forest
data/seg_train/seg_train/forest/16032.jpg,forest
data/seg_train/seg_train/forest/10325.jpg,forest
data/seg_train/seg_train/forest/2892.jpg,forest
data/seg_train/seg_train/forest/11775.jpg,forest
data/seg_train/seg_train/forest/5643.jpg,forest
data/seg_train/seg_train/forest/8328.jpg,forest
data/seg_train/seg_train/forest/14642.jpg,forest
data/seg_train/seg_train/forest/4512.jpg,forest
data/seg_train/seg_train/forest/14130.jpg,forest
data/seg_train/seg_train/forest/12227.jpg,forest
data/seg_train/seg_train/forest/12569.jpg,forest
data/seg_train/seg_train/forest/11074.jpg,forest
data/seg_train/seg_train/forest/5142.jpg,forest
